"NCBI","name","skin_genus_prevalence","vagina_genus_prevalence","oralcavity_genus_prevalence","nasalcavity_genus_prevalence","stool_genus_prevalence"
"   2717","Cardiobacterium",0.0828729281767956,0,0.578787878787879,0.0108695652173913,0.00062402496099844
" 207244","Anaerostipes",0.0828729281767956,0,0.00151515151515152,0,0.910452418096724
"2801844","Arachnia",0.0801104972375691,0,0.472727272727273,0.0217391304347826,0.00270410816432657
"    379","Rhizobium",0.0773480662983425,0,0,0,0
" 149698","Massilia",0.074585635359116,0,0,0,0
"  32257","Kingella",0.074585635359116,0,0.589393939393939,0.0108695652173913,0.000208008320332813
"2862142","Falseniella",0.074585635359116,0,0,0,0.000416016640665627
"   1298","Deinococcus",0.0718232044198895,0,0,0,0
" 265975","Oribacterium",0.0718232044198895,0,0.754545454545455,0,0.0121684867394696
" 117563","Granulicatella",0.0718232044198895,0,0.757575757575758,0.0108695652173913,0.00416016640665627
"  59735","Bergeyella",0.0718232044198895,0,0,0,0
"  33882","Microbacterium",0.069060773480663,0,0,0,0.00104004160166407
"1742991","Pseudoglutamicibacter",0.069060773480663,0,0,0,0.000728029121164847
"   1243","Leuconostoc",0.0662983425414365,0,0.00151515151515152,0,0.10015600624025
"  32067","Leptotrichia",0.0662983425414365,0,0.874242424242424,0.0326086956521739,0.000520020800832033
"  59732","Chryseobacterium",0.0662983425414365,0,0.00151515151515152,0,0.000728029121164847
"    970","Selenomonas",0.0662983425414365,0,0.651515151515151,0.0217391304347826,0.00145605824232969
"  53335","Pantoea",0.0662983425414365,0,0.00909090909090909,0,0.0015600624024961
" 239759","Alistipes",0.0662983425414365,0.0421052631578947,0.0575757575757576,0.0326086956521739,0.911388455538222
"   2755","Brochothrix",0.0662983425414365,0,0.00303030303030303,0,0.000104004160166407
"  43668","Brachybacterium",0.0635359116022099,0,0,0,0.00031201248049922
"    283","Comamonas",0.0635359116022099,0,0.00151515151515152,0,0.0400416016640666
"  33042","Coprococcus",0.0635359116022099,0,0.00757575757575758,0,0.905876235049402
" 543311","Parvimonas",0.0607734806629834,0.0105263157894737,0.684848484848485,0,0.0538741549661986
"  90243","Oligella",0.0607734806629834,0,0,0,0
"   1257","Peptostreptococcus",0.0580110497237569,0.0421052631578947,0.509090909090909,0,0.0334893395735829
"    642","Aeromonas",0.0580110497237569,0,0.00303030303030303,0,0.00384815392615705
" 189330","Dorea",0.0552486187845304,0.0105263157894737,0.00303030303030303,0,0.954342173686948
"2569097","Anaerobutyricum",0.0552486187845304,0,0,0,0.892563702548102
" 414371","Aureimonas",0.0524861878453039,0,0,0,0
"    234","Brucella",0.0524861878453039,0,0.00303030303030303,0,0.000104004160166407
" 366614","Haematobacter",0.0497237569060773,0,0.00151515151515152,0,0
" 501783","Cloacibacterium",0.0497237569060773,0,0.0333333333333333,0.0108695652173913,0.000520020800832033
"   1763","Mycobacterium",0.0497237569060773,0,0,0,0.000104004160166407
" 196081","Scardovia",0.0497237569060773,0,0.160606060606061,0,0.0177847113884555
" 195950","Tannerella",0.0497237569060773,0,0.809090909090909,0.0108695652173913,0.000520020800832033
"2767327","Fannyhessea",0.0497237569060773,0.147368421052632,0.00303030303030303,0,0.00977639105564223
" 192992","Thermoleophilum",0.0497237569060773,0,0,0,0.00686427457098284
"  28050","Lachnospira",0.0497237569060773,0.0105263157894737,0.00757575757575758,0.0108695652173913,0.881435257410296
"    613","Serratia",0.0497237569060773,0,0.00151515151515152,0,0.00228809152366095
"     22","Shewanella",0.0497237569060773,0,0.00151515151515152,0,0.000208008320332813
" 375288","Parabacteroides",0.0469613259668508,0.0631578947368421,0.0348484848484849,0.0434782608695652,0.918772750910036
" 670516","Mycobacteroides",0.0469613259668508,0.0736842105263158,0,0,0.000104004160166407
"  86331","Mogibacterium",0.0469613259668508,0,0.589393939393939,0,0.0938117524700988
"   2060","Tsukamurella",0.0441988950276243,0,0,0,0
" 239934","Akkermansia",0.0441988950276243,0.0105263157894737,0.00454545454545455,0,0.569006760270411
" 204475","Gemmiger",0.0441988950276243,0.0210526315789474,0.00303030303030303,0,0.854082163286531
"1069494","Trueperella",0.0441988950276243,0,0,0,0.000728029121164847
"   1350","Enterococcus",0.0414364640883978,0,0.00454545454545455,0.0108695652173913,0.126365054602184
"2282523","Methylorubrum",0.0414364640883978,0,0,0,0.000104004160166407
"    810","Chlamydia",0.0414364640883978,0,0.0227272727272727,0,0.000728029121164847
"1535326","Candida",0.0414364640883978,0.0526315789473684,0.0318181818181818,0.0108695652173913,0.00280811232449298
"2692118","Winkia",0.0414364640883978,0.0210526315789474,0,0,0.000832033281331253
"   1743","Propionibacterium",0.0414364640883978,0,0.0712121212121212,0,0.0276651066042642
" 206375","Prolinoborus",0.0414364640883978,0,0,0,0
"  34072","Variovorax",0.0386740331491713,0,0,0,0.000104004160166407
"    407","Methylobacterium",0.0386740331491713,0,0,0,0.000104004160166407
"  85043","Williamsia",0.0386740331491713,0,0,0,0
" 909928","Negativicoccus",0.0386740331491713,0,0,0.0217391304347826,0.0078003120124805
" 459786","Oscillibacter",0.0386740331491713,0.0105263157894737,0.00303030303030303,0.0108695652173913,0.822152886115445
"  83654","Leclercia",0.0386740331491713,0,0,0,0.00374414976599064
" 227979","Jeotgalicoccus",0.0386740331491713,0,0,0,0
" 361607","Patulibacter",0.0359116022099447,0,0,0,0
"1164882","Lachnoanaerobaculum",0.0359116022099447,0,0.696969696969697,0.0108695652173913,0.000832033281331253
"   1730","Eubacterium",0.0359116022099447,0.0105263157894737,0.00454545454545455,0,0.953510140405616
"1637257","Mageeibacillus",0.0359116022099447,0.0631578947368421,0,0,0.00915236609464379
"  80865","Delftia",0.0331491712707182,0,0.0257575757575758,0,0.000208008320332813
"  28453","Sphingobacterium",0.0331491712707182,0,0.00454545454545455,0,0.000208008320332813
"1213720","Stomatobaculum",0.0331491712707182,0,0.589393939393939,0,0.00239209568382735
" 397864","Barnesiella",0.0331491712707182,0.0526315789473684,0.0136363636363636,0.0217391304347826,0.661986479459178
"  33024","Phascolarctobacterium",0.0331491712707182,0.0105263157894737,0.00909090909090909,0,0.655642225689028
"    222","Achromobacter",0.0331491712707182,0.105263157894737,0.00151515151515152,0,0.00114404576183047
"1158982","Calidifontibacter",0.0303867403314917,0,0,0,0
"1763521","Paludisphaera",0.0303867403314917,0,0,0,0.00187207488299532
"    538","Eikenella",0.0303867403314917,0,0.524242424242424,0.0108695652173913,0.00145605824232969
" 123375","Solobacterium",0.0303867403314917,0.0105263157894737,0.581818181818182,0,0.0282891315652626
"2740557","Pauljensenia",0.0303867403314917,0,0.233333333333333,0,0.00104004160166407
"1573535","Holdemanella",0.0303867403314917,0,0.00151515151515152,0,0.373686947477899
"   2747","Carnobacterium",0.0303867403314917,0,0.00303030303030303,0,0.00260010400416017
"    551","Erwinia",0.0303867403314917,0,0,0,0.000520020800832033
"    906","Megasphaera",0.0276243093922652,0.0105263157894737,0.537878787878788,0.0217391304347826,0.126573062922517
"2692113","Gleimia",0.0276243093922652,0,0,0,0.00093603744149766
" 204447","Skermanella",0.0248618784530387,0,0,0,0
"2100764","Mixta",0.0248618784530387,0,0,0,0
" 160674","Raoultella",0.0248618784530387,0,0,0,0.0166406656266251
"  45669","Salinicoccus",0.0248618784530387,0,0,0,0
"   1013","Weeksella",0.0248618784530387,0,0,0,0
"  59734","Empedobacter",0.0248618784530387,0,0,0,0
"     75","Caulobacter",0.0220994475138122,0,0,0,0.000104004160166407
"  84108","Slackia",0.0220994475138122,0.0210526315789474,0.143939393939394,0,0.461674466978679
"   2740","Peptococcus",0.0220994475138122,0.0210526315789474,0,0,0.00832033281331253
"1653176","Cereibacter",0.0220994475138122,0,0,0,0
" 243627","Hydrocarboniphaga",0.0220994475138122,0,0,0,0
"  29580","Janthinobacterium",0.0220994475138122,0,0,0,0
"   1663","Arthrobacter",0.0220994475138122,0,0,0,0
"   2034","Curtobacterium",0.0220994475138122,0,0,0,0
" 222991","Alkanindiges",0.0193370165745856,0,0,0,0
"  85413","Bosea",0.0193370165745856,0,0,0,0.000208008320332813
"    157","Treponema",0.0193370165745856,0,0.610606060606061,0,0.0229849193967759
"  33986","Exiguobacterium",0.0193370165745856,0,0,0,0
"  43996","Catonella",0.0193370165745856,0,0.36969696969697,0,0
" 135858","Catenibacterium",0.0193370165745856,0,0,0,0.19074362974519
"    374","Bradyrhizobium",0.0193370165745856,0,0.00151515151515152,0,0
"1903434","Atlantibacter",0.0193370165745856,0,0,0,0.00093603744149766
"2767842","Lactiplantibacillus",0.0193370165745856,0,0.00151515151515152,0,0.0170566822672907
"  88138","Modestobacter",0.0193370165745856,0,0,0,0
"2742598","Limosilactobacillus",0.0165745856353591,0.273684210526316,0.0242424242424242,0,0.0692667706708268
" 114248","Tepidimonas",0.0165745856353591,0,0,0,0
"   1485","Clostridium",0.0165745856353591,0.0210526315789474,0.00454545454545455,0,0.821840873634945
"2048137","Agathobaculum",0.0165745856353591,0.0210526315789474,0.00151515151515152,0,0.897139885595424
"  84111","Eggerthella",0.0165745856353591,0,0,0,0.439209568382735
"    497","Psychrobacter",0.0165745856353591,0,0.00151515151515152,0,0
"    209","Helicobacter",0.0165745856353591,0.0105263157894737,0.00909090909090909,0.0108695652173913,0.00520020800832033
"   1847","Pseudonocardia",0.0165745856353591,0,0,0,0
"  89092","Ignavigranum",0.0165745856353591,0,0,0,0
"  31983","Helcococcus",0.0165745856353591,0,0,0,0
"    745","Pasteurella",0.0165745856353591,0,0,0,0.000104004160166407
"  82800","Desemzia",0.0165745856353591,0,0,0,0
" 190323","Plantibacter",0.0165745856353591,0,0,0,0
" 171412","Eremococcus",0.0165745856353591,0,0,0,0.000104004160166407
"  96492","Frigoribacterium",0.0165745856353591,0,0,0,0
"    579","Kluyvera",0.0165745856353591,0,0,0,0.0163286531461258
"  34037","Rahnella",0.0165745856353591,0,0,0,0.000104004160166407
"  83618","Pseudoxanthomonas",0.0165745856353591,0,0,0,0
"  42255","Rubrobacter",0.0138121546961326,0,0,0,0.000208008320332813
"  46255","Weissella",0.0138121546961326,0,0.00454545454545455,0,0.0542901716068643
"  44259","Filifactor",0.0138121546961326,0,0.383333333333333,0,0.000208008320332813
" 283168","Odoribacter",0.0138121546961326,0.0105263157894737,0.00757575757575758,0.0108695652173913,0.79594383775351
"    544","Citrobacter",0.0138121546961326,0,0.00151515151515152,0,0.0680187207488299
" 577310","Parasutterella",0.0138121546961326,0.0105263157894737,0.00303030303030303,0,0.529693187727509
" 203470","Tepidiphilus",0.0138121546961326,0,0.00151515151515152,0.0108695652173913,0
"  70774","Hydrogenophilus",0.0138121546961326,0,0,0,0
"1913599","Peptoanaerobacter",0.0138121546961326,0,0.325757575757576,0,0
" 177971","Shuttleworthia",0.0138121546961326,0,0.0696969696969697,0,0.000520020800832033
" 169133","Citricoccus",0.0138121546961326,0,0,0,0
"  86795","Marmoricola",0.0138121546961326,0,0,0,0
"  29404","Microlunatus",0.0138121546961326,0,0,0,0.000208008320332813
"  50709","Acidocella",0.0138121546961326,0,0,0,0
"  46352","Agrococcus",0.0138121546961326,0,0,0,0
"2767885","Latilactobacillus",0.0110497237569061,0,0,0,0.0464898595943838
"  99479","Tetrasphaera",0.0110497237569061,0,0,0,0
"1434006","Fretibacterium",0.0110497237569061,0,0.353030303030303,0,0.128445137805512
"     71","Simonsiella",0.0110497237569061,0,0.116666666666667,0,0
"1653174","Actinotignum",0.0110497237569061,0.0105263157894737,0,0,0.00124804992199688
"  48736","Ralstonia",0.0110497237569061,0,0,0,0.00384815392615705
" 447020","Adlercreutzia",0.0110497237569061,0,0,0,0.711284451378055
"    547","Enterobacter",0.0110497237569061,0,0.00606060606060606,0,0.0242329693187728
"   1386","Bacillus",0.0110497237569061,0,0.00151515151515152,0,0.00582423296931877
" 150247","Anoxybacillus",0.0110497237569061,0,0,0,0
"2800373","Priestia",0.0110497237569061,0,0,0,0.00114404576183047
"1742993","Pseudarthrobacter",0.0110497237569061,0,0,0,0
"1742989","Glutamicibacter",0.0110497237569061,0,0,0,0.00031201248049922
"     53","Nannocystis",0.0110497237569061,0,0,0,0
"      6","Azorhizobium",0.0110497237569061,0,0,0,0
"   1839","Nocardioides",0.0110497237569061,0,0,0,0
"   1573","Clavibacter",0.0110497237569061,0,0,0,0.00166406656266251
" 125287","Ornithinimicrobium",0.0110497237569061,0,0,0,0
" 316612","Methylibium",0.0110497237569061,0,0,0,0
" 136099","Knoellia",0.00828729281767956,0,0,0,0
" 106589","Cupriavidus",0.00828729281767956,0,0,0,0.00884035361414457
"     68","Lysobacter",0.00828729281767956,0,0,0,0
"1330546","Pluralibacter",0.00828729281767956,0,0,0,0.000416016640665627
" 219181","Ottowia",0.00828729281767956,0,0.156060606060606,0.0108695652173913,0.000104004160166407
"    780","Rickettsia",0.00828729281767956,0,0,0,0.000104004160166407
"  12916","Acidovorax",0.00828729281767956,0,0.00151515151515152,0,0.000208008320332813
" 577309","Paraprevotella",0.00828729281767956,0.0105263157894737,0.00454545454545455,0,0.3201248049922
"1905344","Ruthenibacterium",0.00828729281767956,0.0210526315789474,0.00151515151515152,0,0.83213728549142
" 946234","Flavonifractor",0.00828729281767956,0,0.00303030303030303,0,0.725845033801352
" 203133","Propionimicrobium",0.00828729281767956,0.0105263157894737,0,0,0.00031201248049922
" 156454","Anaeroglobus",0.00828729281767956,0.0105263157894737,0.127272727272727,0,0.00436817472698908
"1505663","Erysipelatoclostridium",0.00828729281767956,0,0,0,0.461986479459178
" 165697","Sphingopyxis",0.00828729281767956,0,0.00151515151515152,0,0.00031201248049922
"2759736","Lacticaseibacillus",0.00828729281767956,0,0.00151515151515152,0,0.0289131565262611
"  67575","Rheinheimera",0.00828729281767956,0,0,0,0
" 168808","Sneathia",0.00828729281767956,0.0631578947368421,0,0,0.00655226209048362
"   2050","Mobiluncus",0.00828729281767956,0.0315789473684211,0,0,0.00436817472698908
" 158846","Megamonas",0.00828729281767956,0,0.00757575757575758,0.0108695652173913,0.121372854914197
"   1637","Listeria",0.00828729281767956,0,0.00151515151515152,0,0
" 152053","Starkeya",0.00828729281767956,0,0,0,0
"    338","Xanthomonas",0.00828729281767956,0,0,0,0
"2803850","Mammaliicoccus",0.00828729281767956,0,0,0,0.00114404576183047
"  38501","Blastococcus",0.00828729281767956,0,0,0,0
" 186475","Kouleothrix",0.00828729281767956,0,0,0,0.00197607904316173
"    441","Gluconobacter",0.00828729281767956,0,0,0,0
"  44249","Paenibacillus",0.00828729281767956,0,0,0,0.00166406656266251
"2730923","Roseicella",0.00552486187845304,0,0,0,0
"    657","Photobacterium",0.00552486187845304,0,0,0,0
" 204474","Dichotomicrobium",0.00552486187845304,0,0,0,0
"   5052","Aspergillus",0.00552486187845304,0,0,0,0.000104004160166407
" 419014","Alloscardovia",0.00552486187845304,0.0105263157894737,0.0863636363636364,0,0.0300572022880915
"    830","Butyrivibrio",0.00552486187845304,0,0.0121212121212121,0,0.234321372854914
"   1883","Streptomyces",0.00552486187845304,0,0,0,0.00062402496099844
"1573534","Faecalitalea",0.00552486187845304,0,0,0,0.10535621424857
" 428711","Jonquetella",0.00552486187845304,0,0.00151515151515152,0.0108695652173913,0.00197607904316173
" 404432","Salinicola",0.00552486187845304,0,0,0,0
" 106591","Ensifer",0.00552486187845304,0,0,0,0.000104004160166407
"    434","Acetobacter",0.00552486187845304,0,0,0,0
"    270","Thermus",0.00552486187845304,0,0,0,0.000104004160166407
"  13075","Globicatella",0.00552486187845304,0,0,0,0.000104004160166407
"    357","Agrobacterium",0.00552486187845304,0,0.00151515151515152,0,0
" 318147","Paucibacter",0.00552486187845304,0,0,0,0
"1418588","Tersicoccus",0.00552486187845304,0,0,0,0
"2767323","Buchananella",0.00552486187845304,0,0,0,0
"   1835","Saccharopolyspora",0.00552486187845304,0,0,0,0
"  53460","Nakamurella",0.00552486187845304,0,0,0,0
"1484898","Methyloceanibacter",0.00552486187845304,0,0,0,0
" 106146","Pelistega",0.00552486187845304,0,0,0,0.000104004160166407
"  60919","Sanguibacter",0.00552486187845304,0,0,0,0
"1648508","Ciceribacter",0.00552486187845304,0,0,0,0
"   1860","Geodermatophilus",0.00552486187845304,0,0,0,0
"   4930","Saccharomyces",0.00552486187845304,0,0,0,0.0166406656266251
"1914234","Fimbriiglobus",0.00552486187845304,0,0,0,0
" 365532","Belnapia",0.00552486187845304,0,0,0,0
"  57494","Nesterenkonia",0.00552486187845304,0,0,0,0
" 150203","Blastomonas",0.00552486187845304,0,0,0,0
"  54298","Chroococcidiopsis",0.00276243093922652,0,0,0,0
"  32008","Burkholderia",0.00276243093922652,0.0315789473684211,0,0,0.000104004160166407
"1330547","Kosakonia",0.00276243093922652,0,0.00757575757575758,0,0.00343213728549142
"    904","Acidaminococcus",0.00276243093922652,0,0,0,0.127821112844514
" 511678","Aliivibrio",0.00276243093922652,0,0,0,0
"   2132","Spiroplasma",0.00276243093922652,0,0,0,0
" 111782","Tolypothrix",0.00276243093922652,0,0,0,0
" 308865","Elizabethkingia",0.00276243093922652,0,0,0.0108695652173913,0.00031201248049922
"  35823","Arthrospira",0.00276243093922652,0,0,0,0.000104004160166407
"   2172","Methanobrevibacter",0.00276243093922652,0,0.00303030303030303,0,0.373166926677067
" 644652","Gordonibacter",0.00276243093922652,0.0105263157894737,0,0,0.658554342173687
"  52225","Mitsuokella",0.00276243093922652,0,0.0257575757575758,0,0.101716068642746
" 240233","Aeriscardovia",0.00276243093922652,0,0.00303030303030303,0,0.193863754550182
"    583","Proteus",0.00276243093922652,0,0,0.0108695652173913,0.00655226209048362
"   2129","Ureaplasma",0.00276243093922652,0.315789473684211,0,0,0.00124804992199688
"2039302","Monoglobus",0.00276243093922652,0,0,0,0.194071762870515
"1432051","Eisenbergiella",0.00276243093922652,0,0.00151515151515152,0,0.298491939677587
"1649459","Hungatella",0.00276243093922652,0,0,0,0.199583983359334
"  28209","Chelatococcus",0.00276243093922652,0,0,0,0
"2055876","Metakosakonia",0.00276243093922652,0,0,0,0.000520020800832033
" 447792","Phytobacter",0.00276243093922652,0,0,0,0.00062402496099844
"2767358","Mycoplasmopsis",0.00276243093922652,0,0,0,0.000208008320332813
"    171","Leptospira",0.00276243093922652,0,0,0,0
"1934947","Immundisolibacter",0.00276243093922652,0,0.00151515151515152,0,0
" 133925","Olsenella",0.00276243093922652,0,0.0833333333333333,0,0.00582423296931877
"  43994","Johnsonella",0.00276243093922652,0,0.118181818181818,0,0
"  82202","Centipeda",0.00276243093922652,0,0.16969696969697,0,0
"2749846","Amedibacillus",0.00276243093922652,0,0,0,0.0409776391055642
"2767887","Ligilactobacillus",0.00276243093922652,0,0.0121212121212121,0,0.164222568902756
"2743582","Peptacetobacter",0.00276243093922652,0,0,0,0.0015600624024961
" 158483","Cedecea",0.00276243093922652,0,0,0,0.000104004160166407
"2707015","Amnimonas",0.00276243093922652,0,0,0,0
"2767881","Fructilactobacillus",0.00276243093922652,0,0,0,0.0107124284971399
"   5206","Cryptococcus",0.00276243093922652,0,0,0,0
"2782231","Kaistella",0.00276243093922652,0,0,0,0
"1073531","Mycolicibacter",0.00276243093922652,0,0,0,0
" 110932","Leifsonia",0.00276243093922652,0,0,0,0
"   1569","Sporosarcina",0.00276243093922652,0,0,0,0.00104004160166407
"  75309","Rhodanobacter",0.00276243093922652,0,0,0,0
"1920251","Antricoccus",0.00276243093922652,0,0,0,0
"2860205","Canicola",0.00276243093922652,0,0,0,0
" 745364","Luteipulveratus",0.00276243093922652,0,0,0,0
"   2013","Nocardiopsis",0.00276243093922652,0,0,0,0.000208008320332813
"2837508","Rossellomorea",0.00276243093922652,0,0,0,0.00280811232449298
"1445609","Hephaestia",0.00276243093922652,0,0,0,0
" 165696","Novosphingobium",0.00276243093922652,0,0,0,0
" 265976","Serinicoccus",0.00276243093922652,0,0,0,0
"2767886","Levilactobacillus",0.00276243093922652,0,0,0,0.00374414976599064
" 157920","Cellulosimicrobium",0.00276243093922652,0,0,0,0.000416016640665627
" 116071","Micropruina",0.00276243093922652,0,0,0,0
"    898","Desulfomicrobium",0.00276243093922652,0,0.0439393939393939,0,0.000208008320332813
"    581","Morganella",0.00276243093922652,0,0,0,0.00551222048881955
"   1253","Pediococcus",0.00276243093922652,0,0,0,0.0147685907436297
" 300418","Catellicoccus",0.00276243093922652,0,0,0,0
" 141948","Thermomonas",0.00276243093922652,0,0,0,0
" 154116","Georgenia",0.00276243093922652,0,0,0,0
"  84567","Pedobacter",0.00276243093922652,0,0,0,0.000104004160166407
"1826864","Candidatus Nitrosocosmicus",0.00276243093922652,0,0,0,0
"  34098","Blattabacterium",0.00276243093922652,0,0,0,0
" 162291","Planomicrobium",0.00276243093922652,0,0,0,0
" 110934","Agreia",0.00276243093922652,0,0,0,0
